==============================================================================
==============================================================================
Wed. Oct. 5 2016                  LANDSAT 5                       Time: 23:25
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501610054481_05316                          Path / Row - 201 / 30
Reference Image: L51MPS1011273100100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 97.7%
Rank   2 --  2.3%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2010302793   43.17294     -3.65761    -0.10     -0.05     0.11     1 
2010302794   43.17316     -3.61812    -0.02     -0.10     0.10     1 
2010302795   43.17337     -3.57862    -0.19      0.07     0.20     1 
2010302796   43.17356     -3.53913    -0.35      0.04     0.36     1 
2010302797   43.17374     -3.49964    -0.16     -0.27     0.31     1 
2010302798   43.17391     -3.46015    -0.28      0.07     0.29     1 
2010302799   43.17406     -3.42066    -0.37     -0.01     0.37     1 
2010302800   43.17420     -3.38116    -0.06      0.00     0.06     1 
2010302801   43.17432     -3.34167    -0.19     -0.02     0.19     1 
2010302802   43.17443     -3.30218     0.02      0.00     0.02     1 
2010302803   43.17453     -3.26268    -0.18     -0.06     0.19     1 
2010302805   43.17469     -3.18369    -0.18      0.14     0.22     1 
2010302808   43.17481     -3.06521    -0.29     -0.32     0.43     1 
2010302810   43.17483     -2.98622    -0.30     -0.17     0.35     1 
2010302811   43.17482     -2.94672     0.06     -0.44     0.45     1 
2010302812   43.17480     -2.90723    -0.18     -0.00     0.18     1 
2010302815   43.17464     -2.78875    -0.25     -0.11     0.27     1 
2010302816   43.17456     -2.74925     0.05     -0.01     0.05     1 
2010302817   43.17446     -2.70976     0.50     -0.21     0.54     2 
2010302818   43.17436     -2.67027    -0.28     -0.26     0.38     1 
2010302820   43.17410     -2.59128     0.00     -0.06     0.06     1 
2010302821   43.17395     -2.55179    -0.27     -0.13     0.30     1 
2010302822   43.17379     -2.51229    -0.26     -0.15     0.30     1 
2010302824   43.17343     -2.43331    -0.34     -0.03     0.34     1 
2010302825   43.17323     -2.39382    -0.03     -0.11     0.11     1 
2010302826   43.17301     -2.35433    -0.05      0.01     0.05     1 
2010302827   43.17278     -2.31483    -0.21      0.02     0.21     1 
2010302828   43.17254     -2.27535    -0.21      0.10     0.23     1 
2010302829   43.17228     -2.23585    -0.25     -0.08     0.26     1 
2010302830   43.17201     -2.19637    -0.30      0.12     0.32     1 
2010302831   43.17173     -2.15688     0.06     -0.05     0.08     1 
2010302832   43.17143     -2.11739    -0.17      0.10     0.20     1 
2010302833   43.17112     -2.07790    -0.17      0.15     0.23     1 
2010302834   43.17079     -2.03842    -0.25     -0.01     0.25     1 
2010302835   43.17045     -1.99893    -0.25      0.08     0.26     1 
2010302837   43.16974     -1.91996    -0.12      0.13     0.18     1 
2010302838   43.16936     -1.88048    -0.27      0.11     0.29     1 
2010302839   43.16896     -1.84099    -0.06      0.13     0.15     1 
2010302840   43.16855     -1.80151     0.38      0.01     0.38     1 
2010302841   43.16813     -1.76203     0.06     -0.02     0.06     1 
2010302842   43.16770     -1.72255     0.26      0.10     0.28     1 
2010302857   43.14396     -4.09152     0.17      0.07     0.18     1 
2010302858   43.14433     -4.05205     0.16     -0.15     0.22     1 
2010302859   43.14469     -4.01258    -0.14     -0.05     0.14     1 
2010302860   43.14503     -3.97311    -0.19     -0.18     0.26     1 
2010302861   43.14536     -3.93364    -0.04      0.02     0.04     1 
2010302862   43.14567     -3.89417    -0.13     -0.00     0.13     1 
2010302863   43.14598     -3.85470    -0.26      0.02     0.27     1 
2010302864   43.14626     -3.81522    -0.28     -0.15     0.32     1 
2010302865   43.14654     -3.77575    -0.31     -0.02     0.31     1 
2010302866   43.14680     -3.73628    -0.46     -0.03     0.46     1 
2010302868   43.14728     -3.65733    -0.21      0.09     0.23     1 
2010302869   43.14750     -3.61786     0.03     -0.06     0.07     1 
2010302870   43.14771     -3.57838    -0.01     -0.02     0.02     1 
2010302871   43.14790     -3.53891    -0.15     -0.18     0.23     1 
2010302872   43.14808     -3.49943    -0.34      0.09     0.35     1 
2010302873   43.14825     -3.45996    -0.10      0.00     0.10     1 
2010302874   43.14840     -3.42048    -0.27     -0.13     0.30     1 
2010302875   43.14854     -3.38100     0.11     -0.15     0.19     1 
2010302878   43.14887     -3.26257    -0.46      0.18     0.50     1 
2010302879   43.14895     -3.22309    -0.33      0.09     0.34     1 
2010302880   43.14902     -3.18362     0.08      0.04     0.09     1 
2010302885   43.14917     -2.98623    -0.16     -0.12     0.21     1 
2010302886   43.14916     -2.94675    -0.12      0.03     0.12     1 
2010302889   43.14904     -2.82831    -0.47     -0.14     0.50     1 
2010302890   43.14897     -2.78884    -0.48      0.05     0.49     1 
2010302891   43.14890     -2.74936    -0.39     -0.04     0.39     1 
2010302892   43.14880     -2.70988     0.15     -0.14     0.20     1 
2010302893   43.14869     -2.67040     0.19      0.03     0.20     1 
2010302894   43.14857     -2.63093    -0.16      0.07     0.18     1 
2010302895   43.14844     -2.59145    -0.50     -0.18     0.54     2 
2010302896   43.14829     -2.55197    -0.25      0.02     0.25     1 
2010302897   43.14813     -2.51250    -0.16     -0.09     0.18     1 
2010302899   43.14777     -2.43355    -0.56      0.07     0.56     2 
2010302901   43.14735     -2.35460    -0.32     -0.13     0.35     1 
2010302902   43.14712     -2.31512    -0.18     -0.20     0.27     1 
2010302903   43.14688     -2.27565    -0.46      0.06     0.46     1 
2010302904   43.14662     -2.23617    -0.29      0.08     0.30     1 
2010302905   43.14635     -2.19670    -0.27      0.04     0.27     1 
2010302906   43.14607     -2.15723    -0.18      0.01     0.18     1 
2010302907   43.14577     -2.11776    -0.13      0.24     0.27     1 
2010302908   43.14546     -2.07829    -0.12      0.16     0.20     1 
2010302909   43.14513     -2.03882    -0.18      0.06     0.19     1 
2010302910   43.14479     -1.99935    -0.29      0.16     0.33     1 
2010302911   43.14444     -1.95988     0.07     -0.10     0.12     1 
2010302912   43.14408     -1.92041    -0.14      0.06     0.16     1 
2010302913   43.14370     -1.88094    -0.11     -0.03     0.11     1 
2010302914   43.14330     -1.84148    -0.25      0.24     0.35     1 
2010302915   43.14290     -1.80201    -0.02      0.10     0.10     1 
2010302916   43.14248     -1.76255    -0.04      0.03     0.05     1 
2010302932   43.11830     -4.09106    -0.15      0.00     0.15     1 
2010302934   43.11903     -4.01216    -0.10     -0.12     0.15     1 
2010302935   43.11937     -3.97270    -0.18     -0.09     0.20     1 
2010302936   43.11970     -3.93325     0.06      0.20     0.21     1 
2010302937   43.12001     -3.89379    -0.23     -0.04     0.24     1 
2010302938   43.12032     -3.85434    -0.17     -0.04     0.18     1 
2010302939   43.12060     -3.81488    -0.36      0.03     0.36     1 
2010302940   43.12088     -3.77543    -0.30     -0.21     0.37     1 
2010302941   43.12114     -3.73597    -0.22     -0.16     0.27     1 
2010302942   43.12138     -3.69651    -0.16     -0.38     0.41     1 
2010302943   43.12162     -3.65706     0.03      0.24     0.24     1 
2010302944   43.12184     -3.61760    -0.06     -0.07     0.09     1 
2010302945   43.12204     -3.57814    -0.25      0.07     0.26     1 
2010302946   43.12224     -3.53868     0.30     -0.07     0.31     1 
2010302947   43.12242     -3.49922     0.14     -0.54     0.55     2 
2010302949   43.12273     -3.42030    -0.17      0.10     0.20     1 
2010302950   43.12287     -3.38084    -0.10     -0.22     0.24     1 
2010302951   43.12300     -3.34138    -0.35     -0.01     0.35     1 
2010302952   43.12311     -3.30192    -0.20      0.09     0.21     1 
2010302953   43.12320     -3.26246    -0.17      0.22     0.28     1 
2010302954   43.12329     -3.22300    -0.19      0.13     0.22     1 
2010302955   43.12336     -3.18354    -0.10     -0.06     0.12     1 
2010302956   43.12342     -3.14408    -0.18     -0.08     0.20     1 
2010302957   43.12346     -3.10462    -0.35     -0.08     0.36     1 
2010302960   43.12351     -2.98623    -0.47     -0.05     0.48     1 
2010302962   43.12347     -2.90731    -0.26     -0.31     0.40     1 
2010302965   43.12331     -2.78892    -0.50      0.17     0.53     2 
2010302966   43.12323     -2.74946    -0.31     -0.12     0.33     1 
2010302968   43.12303     -2.67054    -0.22      0.02     0.22     1 
2010302969   43.12291     -2.63108     0.16     -0.09     0.19     1 
2010302970   43.12278     -2.59162    -0.11     -0.11     0.16     1 
2010302971   43.12263     -2.55216    -0.32     -0.00     0.32     1 
2010302972   43.12247     -2.51270    -0.50      0.25     0.57     2 
2010302973   43.12229     -2.47324    -0.30      0.01     0.30     1 
2010302974   43.12210     -2.43378    -0.05      0.07     0.09     1 
2010302975   43.12190     -2.39432    -0.27     -0.18     0.32     1 
2010302977   43.12146     -2.31541    -0.22      0.00     0.22     1 
2010302978   43.12121     -2.27595    -0.47     -0.05     0.48     1 
2010302979   43.12096     -2.23649    -0.23      0.26     0.35     1 
2010302980   43.12069     -2.19704    -0.20      0.02     0.20     1 
2010302981   43.12040     -2.15758    -0.48     -0.03     0.48     1 
2010302982   43.12011     -2.11813    -0.45      0.02     0.46     1 
2010302983   43.11980     -2.07867    -0.04      0.09     0.10     1 
2010302984   43.11947     -2.03922    -0.23     -0.00     0.23     1 
2010302985   43.11913     -1.99977    -0.37     -0.06     0.37     1 
2010302986   43.11878     -1.96031    -0.26      0.14     0.29     1 
2010302987   43.11842     -1.92086    -0.11      0.01     0.11     1 
2010302988   43.11804     -1.88141    -0.15      0.08     0.17     1 
2010302989   43.11765     -1.84196    -0.16      0.36     0.39     1 
2010302990   43.11724     -1.80251    -0.01      0.02     0.03     1 
2010302991   43.11682     -1.76306    -0.06      0.06     0.08     1 
2010303008   43.09301     -4.05117    -0.04     -0.03     0.05     1 
2010303009   43.09337     -4.01173    -0.12      0.01     0.12     1 
2010303010   43.09371     -3.97230    -0.07     -0.10     0.13     1 
2010303011   43.09404     -3.93286    -0.45     -0.03     0.45     1 
2010303012   43.09435     -3.89342    -0.26      0.01     0.27     1 
2010303014   43.09494     -3.81454    -0.30     -0.09     0.32     1 
2010303015   43.09522     -3.77510    -0.07      0.01     0.07     1 
2010303016   43.09548     -3.73567    -0.09     -0.20     0.22     1 
2010303017   43.09572     -3.69622     0.14     -0.08     0.17     1 
2010303018   43.09596     -3.65678     0.11     -0.01     0.11     1 
2010303019   43.09618     -3.61734     0.07      0.03     0.08     1 
2010303020   43.09638     -3.57790    -0.23      0.03     0.24     1 
2010303021   43.09658     -3.53846     0.37     -0.20     0.42     1 
2010303022   43.09675     -3.49901    -0.19     -0.06     0.20     1 
2010303024   43.09707     -3.42013    -0.03      0.06     0.07     1 
2010303025   43.09721     -3.38068    -0.12      0.08     0.14     1 
2010303026   43.09733     -3.34124    -0.14      0.06     0.16     1 
2010303027   43.09744     -3.30180    -0.21     -0.19     0.29     1 
2010303028   43.09754     -3.26235    -0.11     -0.08     0.14     1 
2010303029   43.09762     -3.22291    -0.29     -0.13     0.32     1 
2010303030   43.09769     -3.18346    -0.28      0.11     0.30     1 
2010303031   43.09775     -3.14402    -0.20      0.03     0.20     1 
2010303032   43.09779     -3.10457    -0.15     -0.06     0.16     1 
2010303037   43.09780     -2.90735    -0.50     -0.16     0.52     2 
2010303038   43.09777     -2.86790    -0.09     -0.21     0.23     1 
2010303039   43.09771     -2.82846    -0.24     -0.14     0.28     1 
2010303041   43.09757     -2.74957    -0.33     -0.03     0.33     1 
2010303043   43.09737     -2.67068    -0.17      0.14     0.22     1 
2010303044   43.09725     -2.63124     0.13     -0.06     0.14     1 
2010303045   43.09711     -2.59179    -0.16     -0.18     0.24     1 
2010303047   43.09681     -2.51290    -0.07     -0.21     0.22     1 
2010303052   43.09580     -2.31569    -0.24     -0.07     0.25     1 
2010303053   43.09555     -2.27625    -0.29     -0.09     0.30     1 
2010303054   43.09530     -2.23681    -0.42      0.02     0.42     1 
2010303055   43.09503     -2.19737    -0.01     -0.14     0.14     1 
2010303057   43.09445     -2.11850    -0.23     -0.03     0.23     1 
2010303058   43.09414     -2.07906    -0.33      0.06     0.34     1 
2010303059   43.09381     -2.03962    -0.18      0.05     0.18     1 
2010303060   43.09347     -2.00018    -0.08      0.01     0.08     1 
2010303061   43.09312     -1.96075    -0.05      0.18     0.19     1 
2010303062   43.09276     -1.92131    -0.14      0.10     0.17     1 
2010303063   43.09238     -1.88188    -0.10      0.00     0.10     1 
2010303064   43.09199     -1.84245     0.03      0.04     0.05     1 
2010303065   43.09158     -1.80301    -0.16      0.04     0.17     1 
2010303066   43.09116     -1.76358     0.01      0.04     0.04     1 
2010303082   43.06698     -4.09015    -0.21      0.12     0.24     1 
2010303083   43.06735     -4.05073    -0.24     -0.28     0.37     1 
2010303084   43.06771     -4.01131    -0.44     -0.03     0.44     1 
2010303085   43.06805     -3.97189     0.10     -0.27     0.29     1 
2010303086   43.06838     -3.93247    -0.01      0.08     0.08     1 
2010303087   43.06869     -3.89305    -0.16      0.07     0.18     1 
2010303088   43.06899     -3.85363    -0.05     -0.05     0.07     1 
2010303089   43.06928     -3.81420    -0.35      0.05     0.35     1 
2010303091   43.06981     -3.73536    -0.17      0.02     0.18     1 
2010303093   43.07029     -3.65651    -0.31     -0.19     0.37     1 
2010303094   43.07051     -3.61708    -0.35     -0.03     0.35     1 
2010303095   43.07072     -3.57766    -0.07     -0.00     0.07     1 
2010303096   43.07091     -3.53823    -0.08      0.19     0.21     1 
2010303097   43.07109     -3.49881    -0.14     -0.07     0.15     1 
2010303099   43.07141     -3.41995    -0.02     -0.01     0.02     1 
2010303100   43.07155     -3.38053    -0.04      0.01     0.04     1 
2010303101   43.07167     -3.34110    -0.27     -0.15     0.31     1 
2010303102   43.07178     -3.30167    -0.48     -0.06     0.49     1 
2010303103   43.07188     -3.26224    -0.30     -0.08     0.31     1 
2010303104   43.07196     -3.22281     0.00     -0.18     0.18     1 
2010303105   43.07203     -3.18339    -0.25     -0.06     0.26     1 
2010303106   43.07209     -3.14396    -0.23      0.08     0.24     1 
2010303107   43.07213     -3.10453    -0.14      0.13     0.19     1 
2010303108   43.07216     -3.06510    -0.28     -0.13     0.31     1 
2010303109   43.07217     -3.02567    -0.17     -0.05     0.17     1 
2010303110   43.07218     -2.98624    -0.19      0.03     0.19     1 
2010303112   43.07214     -2.90739    -0.30     -0.13     0.33     1 
2010303113   43.07210     -2.86796     0.04      0.05     0.07     1 
2010303114   43.07205     -2.82853    -0.04     -0.12     0.13     1 
2010303115   43.07198     -2.78910    -0.10      0.18     0.20     1 
2010303116   43.07190     -2.74967    -0.57     -0.08     0.57     2 
2010303117   43.07181     -2.71024    -0.48     -0.17     0.51     2 
2010303118   43.07170     -2.67082    -0.26      0.08     0.27     1 
2010303119   43.07158     -2.63139    -0.23     -0.11     0.25     1 
2010303120   43.07145     -2.59196    -0.01      0.03     0.03     1 
2010303122   43.07114     -2.51311    -0.26     -0.06     0.26     1 
2010303123   43.07097     -2.47368    -0.21     -0.09     0.23     1 
2010303125   43.07058     -2.39483    -0.14     -0.09     0.17     1 
2010303126   43.07036     -2.35541    -0.34     -0.30     0.46     1 
2010303128   43.06989     -2.27656    -0.17     -0.05     0.17     1 
2010303129   43.06963     -2.23713    -0.21      0.18     0.28     1 
2010303130   43.06936     -2.19771    -0.17      0.06     0.19     1 
2010303131   43.06908     -2.15829    -0.16      0.05     0.17     1 
2010303132   43.06878     -2.11886     0.14     -0.28     0.31     1 
2010303133   43.06847     -2.07944    -0.18      0.00     0.18     1 
2010303134   43.06815     -2.04002    -0.21      0.04     0.21     1 
2010303135   43.06781     -2.00060    -0.13      0.10     0.16     1 
2010303136   43.06746     -1.96118     0.00     -0.14     0.14     1 
2010303137   43.06710     -1.92176    -0.26      0.12     0.29     1 
2010303138   43.06672     -1.88234    -0.41      0.03     0.41     1 
2010303139   43.06633     -1.84293    -0.36      0.09     0.37     1 
2010303140   43.06592     -1.80351    -0.25     -0.08     0.26     1 
2010303141   43.06550     -1.76410    -0.20      0.03     0.20     1 
2010303156   43.04094     -4.12910    -0.06      0.02     0.06     1 
2010303157   43.04133     -4.08969    -0.05      0.12     0.13     1 
2010303158   43.04169     -4.05029    -0.17     -0.16     0.23     1 
2010303159   43.04205     -4.01089    -0.16     -0.03     0.16     1 
2010303165   43.04389     -3.77446    -0.21     -0.03     0.21     1 
2010303166   43.04415     -3.73505     0.18     -0.09     0.21     1 
2010303167   43.04440     -3.69564    -0.05      0.03     0.06     1 
2010303168   43.04463     -3.65624    -0.07     -0.04     0.08     1 
2010303169   43.04485     -3.61683    -0.14     -0.05     0.15     1 
2010303170   43.04506     -3.57742    -0.16     -0.01     0.16     1 
2010303171   43.04525     -3.53801     0.40      0.04     0.41     1 
2010303173   43.04559     -3.45919    -0.02     -0.03     0.04     1 
2010303176   43.04601     -3.34096     0.05      0.06     0.08     1 
2010303177   43.04612     -3.30154    -0.02     -0.04     0.04     1 
2010303178   43.04621     -3.26213    -0.02      0.01     0.02     1 
2010303179   43.04630     -3.22272     0.03      0.10     0.11     1 
2010303180   43.04637     -3.18331    -0.07      0.04     0.08     1 
2010303181   43.04642     -3.14390    -0.50     -0.13     0.52     2 
2010303182   43.04646     -3.10448    -0.30      0.00     0.30     1 
2010303183   43.04649     -3.06507    -0.08     -0.06     0.10     1 
2010303184   43.04651     -3.02566    -0.12      0.05     0.13     1 
2010303188   43.04644     -2.86801     0.17     -0.04     0.17     1 
2010303189   43.04639     -2.82860     0.25     -0.07     0.26     1 
2010303190   43.04632     -2.78919     0.00     -0.06     0.06     1 
2010303192   43.04615     -2.71036    -0.34     -0.07     0.35     1 
2010303193   43.04604     -2.67095    -0.27      0.07     0.28     1 
2010303194   43.04592     -2.63154    -0.19     -0.08     0.20     1 
2010303195   43.04579     -2.59213    -0.28     -0.26     0.38     1 
2010303196   43.04564     -2.55272    -0.30      0.04     0.31     1 
2010303197   43.04548     -2.51331    -0.20     -0.06     0.21     1 
2010303198   43.04530     -2.47390    -0.23      0.15     0.28     1 
2010303199   43.04512     -2.43449    -0.31     -0.03     0.31     1 
2010303200   43.04491     -2.39508    -0.53     -0.16     0.55     2 
2010303203   43.04423     -2.27686    -0.16     -0.01     0.16     1 
2010303204   43.04397     -2.23745    -0.29      0.29     0.41     1 
2010303205   43.04370     -2.19804    -0.08     -0.03     0.09     1 
2010303206   43.04342     -2.15864    -0.01     -0.03     0.03     1 
2010303207   43.04312     -2.11923     0.06      0.03     0.07     1 
2010303208   43.04281     -2.07983    -0.14      0.02     0.14     1 
2010303209   43.04249     -2.04042    -0.44      0.01     0.44     1 
2010303210   43.04215     -2.00102    -0.25      0.11     0.27     1 
2010303211   43.04180     -1.96162    -0.18     -0.05     0.19     1 
2010303212   43.04144     -1.92221    -0.08      0.20     0.21     1 
2010303213   43.04106     -1.88281    -0.11      0.04     0.12     1 
2010303214   43.04067     -1.84341    -0.28      0.27     0.39     1 
2010303215   43.04026     -1.80401    -0.20     -0.03     0.20     1 
2010303216   43.03984     -1.76461    -0.33      0.18     0.38     1 
2010303232   43.01566     -4.08924    -0.02     -0.11     0.11     1 
2010303239   43.01796     -3.81353     0.02     -0.03     0.03     1 
2010303240   43.01823     -3.77414    -0.15     -0.08     0.17     1 
2010303241   43.01849     -3.73475    -0.23     -0.11     0.25     1 
2010303242   43.01874     -3.69535     0.05     -0.11     0.12     1 
2010303243   43.01897     -3.65596     0.12     -0.11     0.16     1 
2010303244   43.01919     -3.61657     0.12      0.25     0.28     1 
2010303245   43.01939     -3.57718    -0.21     -0.13     0.25     1 
2010303246   43.01958     -3.53778    -0.15     -0.04     0.15     1 
2010303247   43.01976     -3.49839     0.02      0.08     0.08     1 
2010303248   43.01993     -3.45900    -0.09     -0.02     0.10     1 
2010303250   43.02022     -3.38021    -0.10     -0.03     0.10     1 
2010303253   43.02055     -3.26202     0.16      0.03     0.16     1 
2010303254   43.02063     -3.22263     0.00      0.01     0.01     1 
2010303255   43.02070     -3.18323    -0.25     -0.09     0.27     1 
2010303256   43.02076     -3.14384    -0.24      0.03     0.24     1 
2010303257   43.02080     -3.10444    -0.20     -0.24     0.31     1 
2010303258   43.02083     -3.06505    -0.03      0.04     0.04     1 
2010303259   43.02085     -3.02565    -0.30     -0.05     0.31     1 
2010303260   43.02085     -2.98625    -0.19     -0.08     0.20     1 
2010303264   43.02072     -2.82867    -0.08     -0.02     0.09     1 
2010303265   43.02065     -2.78928    -0.02     -0.17     0.17     1 
2010303266   43.02058     -2.74988    -0.11     -0.05     0.12     1 
2010303267   43.02048     -2.71049    -0.21     -0.05     0.21     1 
2010303268   43.02038     -2.67109    -0.08      0.03     0.09     1 
2010303272   43.01982     -2.51351    -0.12      0.09     0.15     1 
2010303273   43.01964     -2.47412    -0.16      0.20     0.26     1 
2010303274   43.01945     -2.43473    -0.26     -0.18     0.31     1 
2010303275   43.01925     -2.39533    -0.29     -0.17     0.33     1 
2010303277   43.01881     -2.31655    -0.26      0.08     0.27     1 
2010303278   43.01857     -2.27716    -0.38     -0.03     0.38     1 
2010303279   43.01831     -2.23777    -0.23      0.13     0.26     1 
2010303280   43.01804     -2.19838    -0.34      0.02     0.34     1 
2010303281   43.01776     -2.15899    -0.32     -0.11     0.34     1 
2010303282   43.01746     -2.11960     0.21      0.03     0.21     1 
2010303283   43.01715     -2.08021     0.23     -0.09     0.24     1 
2010303284   43.01683     -2.04082    -0.11     -0.09     0.14     1 
2010303285   43.01649     -2.00143    -0.08      0.08     0.11     1 
2010303286   43.01614     -1.96205    -0.25      0.10     0.27     1 
2010303287   43.01578     -1.92266    -0.37     -0.09     0.38     1 
2010303288   43.01540     -1.88328    -0.04      0.05     0.06     1 
2010303289   43.01501     -1.84389    -0.26      0.10     0.27     1 
2010303290   43.01461     -1.80451    -0.11      0.09     0.14     1 
2010303306   42.98962     -4.12816    -0.32      0.08     0.33     1 
2010303307   42.99000     -4.08879    -0.06      0.10     0.12     1 
2010303313   42.99201     -3.85256    -0.27      0.09     0.29     1 
2010303314   42.99229     -3.81319    -0.45      0.14     0.47     1 
2010303315   42.99257     -3.77381     0.07     -0.25     0.26     1 
2010303316   42.99283     -3.73444    -0.17      0.02     0.17     1 
2010303317   42.99307     -3.69506    -0.25      0.03     0.25     1 
2010303318   42.99331     -3.65569    -0.21     -0.01     0.21     1 
2010303319   42.99352     -3.61631    -0.16     -0.05     0.17     1 
2010303320   42.99373     -3.57694     0.01      0.06     0.06     1 
2010303321   42.99392     -3.53756    -0.18      0.01     0.18     1 
2010303322   42.99410     -3.49818    -0.08      0.02     0.08     1 
2010303323   42.99426     -3.45881    -0.08      0.10     0.13     1 
2010303324   42.99442     -3.41943    -0.24      0.13     0.27     1 
2010303325   42.99455     -3.38005     0.04      0.20     0.20     1 
2010303326   42.99468     -3.34067     0.03      0.11     0.12     1 
2010303327   42.99479     -3.30129    -0.30     -0.08     0.31     1 
2010303329   42.99497     -3.22254     0.02      0.00     0.02     1 
2010303330   42.99504     -3.18316     0.01     -0.04     0.04     1 
2010303331   42.99509     -3.14378     0.01     -0.02     0.03     1 
2010303332   42.99514     -3.10440    -0.02     -0.02     0.03     1 
2010303333   42.99517     -3.06502    -0.04     -0.03     0.05     1 
2010303334   42.99518     -3.02564    -0.21     -0.02     0.21     1 
2010303335   42.99518     -2.98626    -0.17      0.01     0.17     1 
2010303336   42.99517     -2.94688    -0.15     -0.13     0.20     1 
2010303337   42.99515     -2.90750    -0.26     -0.11     0.29     1 
2010303338   42.99511     -2.86812    -0.27     -0.23     0.35     1 
2010303339   42.99506     -2.82874    -0.35     -0.04     0.35     1 
2010303340   42.99499     -2.78936    -0.20      0.02     0.20     1 
2010303341   42.99491     -2.74999    -0.03     -0.24     0.24     1 
2010303342   42.99482     -2.71061    -0.02     -0.15     0.16     1 
2010303343   42.99471     -2.67123     0.05     -0.12     0.13     1 
2010303344   42.99459     -2.63185    -0.12      0.01     0.12     1 
2010303345   42.99446     -2.59247    -0.07     -0.02     0.07     1 
2010303346   42.99431     -2.55309    -0.28      0.14     0.32     1 
2010303347   42.99415     -2.51372    -0.46      0.05     0.46     1 
2010303348   42.99398     -2.47434    -0.16      0.04     0.17     1 
2010303349   42.99379     -2.43496    -0.23      0.09     0.25     1 
2010303350   42.99359     -2.39559     0.35     -0.22     0.41     1 
2010303352   42.99314     -2.31683     0.01      0.04     0.04     1 
2010303353   42.99290     -2.27746    -0.55     -0.02     0.55     2 
2010303355   42.99238     -2.19871    -0.09     -0.16     0.18     1 
2010303356   42.99210     -2.15934    -0.37      0.13     0.39     1 
2010303357   42.99180     -2.11996    -0.03      0.02     0.04     1 
2010303359   42.99117     -2.04122     0.33     -0.10     0.34     1 
2010303360   42.99083     -2.00185     0.02      0.07     0.08     1 
2010303361   42.99048     -1.96248    -0.13     -0.09     0.16     1 
2010303362   42.99012     -1.92311     0.04      0.03     0.06     1 
2010303363   42.98974     -1.88374    -0.16     -0.01     0.16     1 
2010303364   42.98935     -1.84437    -0.24      0.07     0.25     1 
2010303365   42.98895     -1.80501    -0.08     -0.00     0.08     1 
2010303381   42.96396     -4.12769     0.04      0.10     0.11     1 
2010303383   42.96471     -4.04898    -0.08      0.09     0.12     1 
2010303384   42.96507     -4.00963    -0.19     -0.21     0.28     1 
2010303385   42.96541     -3.97027    -0.05     -0.06     0.08     1 
2010303389   42.96663     -3.81285     0.02      0.05     0.06     1 
2010303390   42.96691     -3.77349    -0.06      0.17     0.18     1 
2010303391   42.96717     -3.73413     0.00     -0.06     0.06     1 
2010303392   42.96741     -3.69477    -0.10     -0.05     0.11     1 
2010303393   42.96764     -3.65542    -0.21      0.03     0.21     1 
2010303396   42.96826     -3.53734    -0.34      0.04     0.34     1 
2010303398   42.96860     -3.45861    -0.00      0.06     0.06     1 
2010303400   42.96889     -3.37989     0.09     -0.11     0.14     1 
2010303401   42.96901     -3.34053     0.08     -0.15     0.17     1 
2010303402   42.96912     -3.30117    -0.39     -0.20     0.44     1 
2010303406   42.96943     -3.14372     0.03      0.16     0.17     1 
2010303407   42.96947     -3.10435     0.02     -0.06     0.06     1 
2010303408   42.96950     -3.06499     0.04      0.08     0.09     1 
2010303409   42.96952     -3.02563     0.06     -0.16     0.17     1 
2010303410   42.96952     -2.98627    -0.27      0.07     0.28     1 
2010303411   42.96951     -2.94690    -0.16     -0.40     0.43     1 
2010303412   42.96948     -2.90754    -0.27      0.08     0.28     1 
2010303413   42.96944     -2.86818    -0.20      0.05     0.21     1 
2010303414   42.96939     -2.82881     0.03     -0.22     0.23     1 
2010303415   42.96933     -2.78945    -0.27     -0.08     0.28     1 
2010303416   42.96925     -2.75009     0.06      0.02     0.07     1 
2010303417   42.96915     -2.71073    -0.03      0.01     0.04     1 
2010303418   42.96905     -2.67136    -0.05      0.08     0.09     1 
2010303419   42.96893     -2.63200     0.02     -0.02     0.03     1 
2010303420   42.96880     -2.59264    -0.06      0.00     0.06     1 
2010303421   42.96865     -2.55328    -0.14      0.06     0.15     1 
2010303422   42.96849     -2.51392    -0.02     -0.04     0.04     1 
2010303423   42.96831     -2.47456     0.02     -0.14     0.14     1 
2010303424   42.96813     -2.43520    -0.28     -0.18     0.33     1 
2010303425   42.96793     -2.39584    -0.04      0.03     0.05     1 
2010303426   42.96771     -2.35648     0.15     -0.17     0.22     1 
2010303427   42.96748     -2.31712    -0.36     -0.09     0.37     1 
2010303428   42.96724     -2.27776    -0.54      0.01     0.54     2 
2010303429   42.96699     -2.23840    -0.49     -0.05     0.49     1 
2010303430   42.96672     -2.19904    -0.36     -0.12     0.38     1 
