==============================================================================
==============================================================================
Wed. Oct. 5 2016                  LANDSAT 5                       Time: 23:25
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501610054481_05316                          Path / Row - 201 / 30
Reference Image: L51MPS1011273100100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 97.7%
Rank   2 --  2.3%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2010303431   42.96643     -2.15969    -0.24      0.03     0.24     1 
2010303432   42.96614     -2.12033    -0.08      0.14     0.16     1 
2010303433   42.96583     -2.08097    -0.26     -0.00     0.26     1 
2010303434   42.96551     -2.04162    -0.19     -0.02     0.19     1 
2010303435   42.96517     -2.00226    -0.20      0.10     0.22     1 
2010303436   42.96482     -1.96291    -0.34      0.07     0.34     1 
2010303437   42.96446     -1.92356    -0.25      0.02     0.25     1 
2010303438   42.96408     -1.88421    -0.26      0.22     0.34     1 
2010303439   42.96369     -1.84485    -0.21      0.13     0.25     1 
2010303440   42.96329     -1.80550    -0.33      0.22     0.40     1 
2010303458   42.93905     -4.04855    -0.12     -0.17     0.20     1 
2010303459   42.93941     -4.00921    -0.22      0.14     0.26     1 
2010303460   42.93975     -3.96987    -0.13      0.17     0.22     1 
2010303461   42.94007     -3.93053    -0.03      0.13     0.14     1 
2010303462   42.94039     -3.89119     0.04     -0.02     0.04     1 
2010303463   42.94069     -3.85185     0.16     -0.04     0.17     1 
2010303464   42.94097     -3.81251     0.04     -0.03     0.05     1 
2010303465   42.94124     -3.77317    -0.12     -0.01     0.12     1 
2010303466   42.94150     -3.73383    -0.07     -0.04     0.08     1 
2010303467   42.94175     -3.69449    -0.07     -0.11     0.13     1 
2010303468   42.94198     -3.65514     0.05      0.01     0.05     1 
2010303469   42.94220     -3.61580    -0.15     -0.12     0.19     1 
2010303474   42.94309     -3.41908    -0.18      0.04     0.19     1 
2010303476   42.94335     -3.34039    -0.19     -0.03     0.19     1 
2010303477   42.94346     -3.30104    -0.11      0.13     0.17     1 
2010303478   42.94356     -3.26170    -0.16     -0.23     0.28     1 
2010303479   42.94364     -3.22235     0.11     -0.04     0.12     1 
2010303480   42.94371     -3.18300     0.03     -0.11     0.11     1 
2010303481   42.94376     -3.14366    -0.25     -0.49     0.55     2 
2010303482   42.94381     -3.10431     0.19     -0.01     0.19     1 
2010303483   42.94384     -3.06496     0.04      0.13     0.13     1 
2010303484   42.94385     -3.02562    -0.04     -0.07     0.08     1 
2010303485   42.94385     -2.98627    -0.35     -0.31     0.46     1 
2010303486   42.94384     -2.94693    -0.12     -0.04     0.12     1 
2010303487   42.94382     -2.90758    -0.35     -0.02     0.35     1 
2010303488   42.94378     -2.86823    -0.15     -0.07     0.17     1 
2010303489   42.94373     -2.82889    -0.23     -0.01     0.23     1 
2010303490   42.94366     -2.78954    -0.06      0.02     0.07     1 
2010303491   42.94358     -2.75019     0.07      0.05     0.09     1 
2010303492   42.94349     -2.71085     0.38     -0.01     0.38     1 
2010303494   42.94326     -2.63216     0.08      0.18     0.20     1 
2010303496   42.94298     -2.55347     0.11      0.03     0.11     1 
2010303497   42.94282     -2.51412    -0.35      0.10     0.36     1 
2010303499   42.94246     -2.43543    -0.32      0.09     0.33     1 
2010303500   42.94226     -2.39609    -0.27      0.18     0.33     1 
2010303501   42.94205     -2.35675     0.02      0.00     0.02     1 
2010303502   42.94182     -2.31740    -0.08     -0.04     0.09     1 
2010303503   42.94158     -2.27806    -0.40      0.18     0.43     1 
2010303504   42.94132     -2.23872    -0.08      0.04     0.08     1 
2010303505   42.94105     -2.19938    -0.53      0.20     0.57     2 
2010303506   42.94077     -2.16004    -0.20     -0.02     0.20     1 
2010303507   42.94048     -2.12070    -0.13     -0.04     0.13     1 
2010303508   42.94017     -2.08136    -0.03      0.04     0.05     1 
2010303509   42.93985     -2.04202    -0.08      0.18     0.20     1 
2010303510   42.93951     -2.00268     0.11      0.09     0.14     1 
2010303511   42.93916     -1.96334     0.10      0.07     0.12     1 
2010303512   42.93880     -1.92400     0.04      0.08     0.09     1 
2010303513   42.93842     -1.88467     0.08      0.14     0.17     1 
2010303514   42.93803     -1.84533     0.03      0.01     0.03     1 
2010303515   42.93763     -1.80600    -0.13      0.12     0.18     1 
2010303531   42.91264     -4.12675     0.24      0.12     0.27     1 
2010303533   42.91339     -4.04811    -0.15     -0.09     0.17     1 
2010303535   42.91409     -3.96947    -0.20     -0.07     0.21     1 
2010303536   42.91441     -3.93014    -0.17      0.15     0.23     1 
2010303538   42.91502     -3.85150    -0.05      0.02     0.05     1 
2010303539   42.91531     -3.81217     0.06     -0.26     0.27     1 
2010303540   42.91558     -3.77285     0.14     -0.17     0.23     1 
2010303541   42.91584     -3.73352    -0.17      0.03     0.17     1 
2010303542   42.91609     -3.69420    -0.14      0.00     0.14     1 
2010303543   42.91632     -3.65487    -0.34      0.11     0.36     1 
2010303544   42.91654     -3.61555     0.05      0.03     0.06     1 
2010303549   42.91742     -3.41891    -0.37      0.05     0.37     1 
2010303550   42.91756     -3.37958    -0.19      0.00     0.19     1 
2010303551   42.91768     -3.34025    -0.17      0.00     0.17     1 
2010303552   42.91779     -3.30092    -0.20     -0.23     0.31     1 
2010303553   42.91789     -3.26159     0.06     -0.06     0.08     1 
2010303554   42.91797     -3.22226     0.06      0.14     0.15     1 
2010303555   42.91804     -3.18293    -0.06     -0.09     0.11     1 
2010303556   42.91810     -3.14360    -0.24     -0.06     0.25     1 
2010303557   42.91814     -3.10427    -0.03     -0.13     0.14     1 
2010303559   42.91819     -3.02561     0.07     -0.03     0.08     1 
2010303560   42.91819     -2.98628    -0.33      0.25     0.42     1 
2010303561   42.91818     -2.94695     0.02     -0.10     0.10     1 
2010303562   42.91815     -2.90762    -0.17     -0.07     0.19     1 
2010303563   42.91811     -2.86829    -0.03     -0.11     0.11     1 
2010303564   42.91806     -2.82896     0.05     -0.09     0.10     1 
2010303565   42.91800     -2.78963     0.22     -0.02     0.22     1 
2010303566   42.91792     -2.75030     0.05     -0.04     0.06     1 
2010303570   42.91747     -2.59298    -0.15     -0.05     0.15     1 
2010303571   42.91732     -2.55365     0.07     -0.04     0.08     1 
2010303572   42.91716     -2.51432    -0.25     -0.03     0.25     1 
2010303573   42.91699     -2.47499    -0.38      0.06     0.38     1 
2010303574   42.91680     -2.43567     0.05     -0.25     0.26     1 
2010303575   42.91660     -2.39634     0.03      0.01     0.03     1 
2010303576   42.91638     -2.35701    -0.14      0.04     0.15     1 
2010303577   42.91616     -2.31768     0.03      0.10     0.10     1 
2010303578   42.91591     -2.27836     0.12      0.00     0.12     1 
2010303580   42.91539     -2.19971    -0.17      0.02     0.17     1 
2010303581   42.91511     -2.16038    -0.09     -0.04     0.10     1 
2010303582   42.91482     -2.12106    -0.11      0.06     0.13     1 
2010303583   42.91451     -2.08174    -0.07      0.11     0.13     1 
2010303585   42.91385     -2.00309     0.00     -0.22     0.22     1 
2010303586   42.91350     -1.96377     0.08      0.31     0.32     1 
2010303587   42.91314     -1.92445     0.05      0.08     0.10     1 
2010303589   42.91237     -1.84581    -0.14      0.01     0.14     1 
2010303607   42.88737     -4.08698     0.11      0.03     0.12     1 
2010303608   42.88773     -4.04768    -0.10      0.04     0.10     1 
2010303609   42.88808     -4.00837    -0.33      0.04     0.33     1 
2010303610   42.88842     -3.96907    -0.33     -0.06     0.33     1 
2010303612   42.88906     -3.89045     0.05      0.24     0.24     1 
2010303613   42.88936     -3.85114     0.11      0.00     0.11     1 
2010303615   42.88992     -3.77253     0.15      0.01     0.15     1 
2010303616   42.89018     -3.73322    -0.04      0.06     0.07     1 
2010303617   42.89042     -3.69391    -0.08      0.04     0.09     1 
2010303618   42.89065     -3.65460    -0.28      0.10     0.29     1 
2010303619   42.89087     -3.61529    -0.35      0.12     0.37     1 
2010303620   42.89108     -3.57598    -0.03      0.01     0.03     1 
2010303625   42.89190     -3.37942    -0.07     -0.01     0.07     1 
2010303626   42.89202     -3.34011    -0.07      0.01     0.07     1 
2010303627   42.89213     -3.30079     0.01     -0.04     0.04     1 
2010303628   42.89223     -3.26148     0.09     -0.02     0.09     1 
2010303629   42.89231     -3.22217    -0.21     -0.15     0.26     1 
2010303630   42.89238     -3.18285    -0.09      0.09     0.13     1 
2010303632   42.89248     -3.10423     0.02     -0.11     0.11     1 
2010303634   42.89252     -3.02560     0.03     -0.00     0.03     1 
2010303635   42.89252     -2.98628     0.12     -0.14     0.18     1 
2010303636   42.89251     -2.94697     0.02     -0.10     0.10     1 
2010303637   42.89249     -2.90766     0.02     -0.04     0.04     1 
2010303638   42.89245     -2.86834     0.02     -0.08     0.08     1 
2010303639   42.89240     -2.82903     0.07     -0.03     0.07     1 
2010303640   42.89233     -2.78971     0.10      0.21     0.23     1 
2010303643   42.89205     -2.67177    -0.04     -0.01     0.04     1 
2010303646   42.89166     -2.55383     0.12      0.42     0.43     1 
2010303648   42.89132     -2.47521     0.22     -0.08     0.24     1 
2010303649   42.89113     -2.43590    -0.01     -0.18     0.18     1 
2010303652   42.89049     -2.31797     0.17      0.16     0.23     1 
2010303653   42.89025     -2.27866     0.08      0.00     0.08     1 
2010303654   42.89000     -2.23935     0.04      0.18     0.18     1 
2010303655   42.88973     -2.20004     0.10     -0.10     0.14     1 
2010303658   42.88885     -2.08212    -0.24      0.11     0.27     1 
2010303660   42.88819     -2.00351    -0.10      0.25     0.27     1 
2010303661   42.88784     -1.96420     0.23      0.02     0.23     1 
2010303662   42.88748     -1.92490    -0.03      0.08     0.08     1 
2010303664   42.88671     -1.84629     0.19      0.08     0.21     1 
2010303681   42.86133     -4.12582     0.12     -0.20     0.23     1 
2010303682   42.86170     -4.08653    -0.18      0.16     0.24     1 
2010303683   42.86207     -4.04724    -0.09     -0.09     0.13     1 
2010303684   42.86242     -4.00795    -0.00     -0.24     0.24     1 
2010303685   42.86276     -3.96866    -0.48      0.06     0.48     1 
2010303689   42.86398     -3.81150    -0.03     -0.11     0.12     1 
2010303690   42.86426     -3.77221    -0.22      0.05     0.22     1 
2010303691   42.86451     -3.73292    -0.12     -0.23     0.26     1 
2010303692   42.86476     -3.69362    -0.13      0.07     0.14     1 
2010303693   42.86499     -3.65433    -0.04     -0.05     0.06     1 
2010303694   42.86521     -3.61503    -0.06     -0.01     0.06     1 
2010303695   42.86541     -3.57574     0.02      0.02     0.03     1 
2010303696   42.86560     -3.53645     0.12     -0.14     0.19     1 
2010303697   42.86578     -3.49715    -0.05      0.17     0.17     1 
2010303700   42.86623     -3.37926    -0.08     -0.01     0.08     1 
2010303701   42.86635     -3.33996    -0.00      0.09     0.09     1 
2010303702   42.86646     -3.30067     0.06      0.01     0.06     1 
2010303703   42.86656     -3.26137     0.05     -0.03     0.06     1 
2010303704   42.86664     -3.22207    -0.05     -0.03     0.06     1 
2010303705   42.86671     -3.18278     0.05      0.02     0.05     1 
2010303706   42.86677     -3.14348    -0.05      0.21     0.22     1 
2010303707   42.86681     -3.10418    -0.04      0.01     0.04     1 
2010303708   42.86684     -3.06488    -0.23     -0.01     0.23     1 
2010303709   42.86686     -3.02559    -0.08      0.05     0.10     1 
2010303710   42.86686     -2.98629     0.13     -0.03     0.13     1 
2010303711   42.86685     -2.94699     0.20     -0.13     0.24     1 
2010303712   42.86682     -2.90769     0.28     -0.08     0.29     1 
2010303713   42.86678     -2.86840     0.03      0.05     0.06     1 
2010303714   42.86673     -2.82910     0.07     -0.05     0.08     1 
2010303718   42.86639     -2.67191    -0.12     -0.10     0.16     1 
2010303726   42.86506     -2.35755     0.13     -0.12     0.18     1 
2010303727   42.86483     -2.31825     0.24     -0.04     0.25     1 
2010303729   42.86433     -2.23967    -0.20     -0.05     0.21     1 
2010303730   42.86407     -2.20037    -0.06     -0.23     0.24     1 
2010303731   42.86379     -2.16108    -0.20     -0.03     0.20     1 
2010303732   42.86349     -2.12179    -0.03      0.11     0.12     1 
2010303733   42.86318     -2.08250    -0.10      0.12     0.16     1 
2010303734   42.86286     -2.04321     0.13     -0.07     0.15     1 
2010303736   42.86218     -1.96463     0.12      0.02     0.12     1 
2010303737   42.86182     -1.92534     0.18      0.15     0.23     1 
2010303738   42.86144     -1.88606     0.10      0.13     0.17     1 
2010303739   42.86105     -1.84677    -0.07      0.17     0.18     1 
2010303755   42.83527     -4.16462    -0.04     -0.02     0.05     1 
2010303756   42.83566     -4.12535    -0.05      0.26     0.27     1 
2010303757   42.83604     -4.08608     0.34     -0.07     0.35     1 
2010303758   42.83641     -4.04681    -0.07      0.01     0.07     1 
2010303759   42.83676     -4.00754    -0.20     -0.04     0.21     1 
2010303760   42.83710     -3.96826    -0.13      0.17     0.21     1 
2010303761   42.83743     -3.92899    -0.41     -0.05     0.41     1 
2010303762   42.83774     -3.88971    -0.20     -0.03     0.20     1 
2010303763   42.83804     -3.85044    -0.05     -0.00     0.05     1 
2010303764   42.83832     -3.81116    -0.06      0.04     0.08     1 
2010303765   42.83859     -3.77189     0.14     -0.02     0.14     1 
2010303766   42.83885     -3.73261    -0.19     -0.10     0.22     1 
2010303767   42.83910     -3.69334     0.26      0.18     0.32     1 
2010303768   42.83933     -3.65406    -0.11      0.01     0.11     1 
2010303769   42.83954     -3.61478    -0.17      0.09     0.19     1 
2010303770   42.83975     -3.57550    -0.01      0.14     0.14     1 
2010303771   42.83994     -3.53622    -0.11     -0.05     0.12     1 
2010303772   42.84012     -3.49694    -0.11     -0.04     0.12     1 
2010303773   42.84028     -3.45766    -0.24      0.06     0.24     1 
2010303776   42.84069     -3.33982    -0.02      0.18     0.18     1 
2010303779   42.84098     -3.22198    -0.17      0.03     0.17     1 
2010303780   42.84105     -3.18270    -0.19     -0.05     0.20     1 
2010303781   42.84110     -3.14342    -0.27      0.16     0.32     1 
2010303783   42.84118     -3.06486     0.15      0.06     0.16     1 
2010303784   42.84119     -3.02558    -0.17      0.13     0.22     1 
2010303785   42.84119     -2.98629    -0.08      0.08     0.12     1 
2010303787   42.84116     -2.90773     0.08     -0.11     0.13     1 
2010303788   42.84112     -2.86845     0.02      0.03     0.04     1 
2010303789   42.84107     -2.82917    -0.02     -0.01     0.03     1 
2010303790   42.84100     -2.78989     0.15     -0.03     0.16     1 
2010303793   42.84072     -2.67204    -0.12     -0.05     0.13     1 
2010303795   42.84047     -2.59349     0.16     -0.27     0.31     1 
2010303802   42.83917     -2.31853    -0.07      0.02     0.08     1 
2010303803   42.83893     -2.27926    -0.04     -0.08     0.09     1 
2010303804   42.83867     -2.23998    -0.25     -0.08     0.26     1 
2010303805   42.83841     -2.20070    -0.14      0.09     0.17     1 
2010303806   42.83812     -2.16143    -0.07     -0.01     0.07     1 
2010303807   42.83783     -2.12215    -0.20      0.02     0.20     1 
2010303808   42.83752     -2.08288    -0.11      0.09     0.14     1 
2010303809   42.83720     -2.04360    -0.09      0.00     0.09     1 
2010303810   42.83687     -2.00433    -0.04      0.11     0.12     1 
2010303811   42.83652     -1.96506     0.03      0.08     0.09     1 
2010303812   42.83616     -1.92579    -0.03     -0.16     0.16     1 
2010303813   42.83578     -1.88652    -0.07      0.33     0.33     1 
2010303814   42.83539     -1.84725     0.03     -0.01     0.03     1 
2010303829   42.80921     -4.20339    -0.19      0.09     0.21     1 
2010303830   42.80961     -4.16414     0.02      0.01     0.03     1 
2010303831   42.81000     -4.12488    -0.03     -0.07     0.08     1 
2010303832   42.81038     -4.08563    -0.01      0.03     0.03     1 
2010303833   42.81075     -4.04638    -0.04     -0.16     0.17     1 
2010303834   42.81110     -4.00712     0.06     -0.12     0.13     1 
2010303835   42.81144     -3.96786    -0.05     -0.06     0.08     1 
2010303836   42.81176     -3.92861    -0.09      0.01     0.09     1 
2010303837   42.81208     -3.88935     0.13     -0.36     0.38     1 
2010303838   42.81237     -3.85009     0.08      0.09     0.12     1 
2010303839   42.81266     -3.81083     0.13     -0.05     0.14     1 
2010303840   42.81293     -3.77157    -0.07     -0.01     0.07     1 
2010303841   42.81319     -3.73231    -0.01     -0.02     0.02     1 
2010303842   42.81343     -3.69305    -0.03      0.02     0.04     1 
2010303843   42.81366     -3.65379    -0.10      0.13     0.16     1 
2010303844   42.81388     -3.61453    -0.03      0.04     0.05     1 
2010303846   42.81428     -3.53600    -0.20     -0.06     0.21     1 
2010303847   42.81445     -3.49674     0.04     -0.01     0.04     1 
2010303848   42.81462     -3.45748    -0.28     -0.11     0.30     1 
2010303849   42.81477     -3.41821    -0.09     -0.07     0.12     1 
2010303852   42.81513     -3.30042    -0.06      0.12     0.13     1 
2010303855   42.81538     -3.18263    -0.08     -0.07     0.10     1 
2010303857   42.81548     -3.10410    -0.31     -0.06     0.32     1 
2010303861   42.81552     -2.94704     0.30     -0.06     0.30     1 
2010303862   42.81549     -2.90777     0.26     -0.08     0.27     1 
2010303867   42.81517     -2.71144     0.09      0.18     0.21     1 
2010303869   42.81494     -2.63292     0.17      0.23     0.28     1 
2010303870   42.81481     -2.59365     0.26      0.06     0.26     1 
2010303874   42.81414     -2.43660     0.00     -0.15     0.15     1 
2010303876   42.81373     -2.35808    -0.23     -0.19     0.30     1 
2010303877   42.81350     -2.31881    -0.10     -0.04     0.11     1 
2010303878   42.81326     -2.27955    -0.17      0.03     0.17     1 
2010303879   42.81301     -2.24029    -0.37     -0.12     0.39     1 
2010303880   42.81274     -2.20103    -0.16     -0.05     0.17     1 
2010303881   42.81246     -2.16177    -0.08     -0.03     0.08     1 
2010303882   42.81217     -2.12252     0.03     -0.10     0.11     1 
2010303883   42.81186     -2.08326    -0.04     -0.01     0.04     1 
2010303884   42.81154     -2.04400    -0.15      0.01     0.15     1 
2010303885   42.81120     -2.00474     0.10      0.08     0.12     1 
2010303886   42.81086     -1.96549    -0.00     -0.11     0.11     1 
2010303887   42.81050     -1.92623     0.03      0.11     0.12     1 
2010303888   42.81012     -1.88698    -0.06      0.12     0.13     1 
2010303904   42.78355     -4.20289    -0.27      0.19     0.33     1 
2010303907   42.78472     -4.08518    -0.16     -0.05     0.17     1 
2010303908   42.78509     -4.04594    -0.28     -0.02     0.28     1 
2010303909   42.78544     -4.00670    -0.11      0.06     0.12     1 
2010303910   42.78578     -3.96746    -0.27     -0.14     0.30     1 
2010303911   42.78610     -3.92822    -0.14     -0.02     0.14     1 
2010303912   42.78641     -3.88898     0.03     -0.08     0.08     1 
2010303913   42.78671     -3.84974     0.02      0.02     0.03     1 
2010303914   42.78700     -3.81049     0.10      0.05     0.11     1 
2010303915   42.78727     -3.77125    -0.13     -0.03     0.14     1 
2010303916   42.78753     -3.73201    -0.04      0.00     0.04     1 
2010303917   42.78777     -3.69276    -0.12     -0.08     0.15     1 
2010303918   42.78800     -3.65352     0.23      0.14     0.27     1 
2010303920   42.78842     -3.57503     0.19     -0.22     0.29     1 
2010303921   42.78861     -3.53578    -0.06     -0.12     0.13     1 
2010303922   42.78879     -3.49653    -0.29      0.02     0.29     1 
2010303923   42.78895     -3.45729    -0.06     -0.00     0.06     1 
2010303924   42.78910     -3.41804    -0.13     -0.18     0.22     1 
2010303925   42.78924     -3.37879    -0.02     -0.07     0.07     1 
2010303926   42.78936     -3.33954     0.05      0.01     0.05     1 
2010303930   42.78972     -3.18255     0.26     -0.10     0.28     1 
2010303931   42.78977     -3.14330    -0.18      0.03     0.19     1 
2010303932   42.78982     -3.10405    -0.04     -0.13     0.14     1 
2010303933   42.78985     -3.06480     0.20      0.14     0.24     1 
2010303935   42.78986     -2.98631     0.09     -0.12     0.15     1 
2010303936   42.78985     -2.94706    -0.29     -0.03     0.29     1 
2010303939   42.78974     -2.82931     0.16      0.02     0.16     1 
2010303940   42.78967     -2.79006     0.23     -0.10     0.25     1 
2010303941   42.78959     -2.75081     0.14     -0.01     0.14     1 
2010303943   42.78939     -2.67232    -0.05      0.02     0.05     1 
2010303944   42.78928     -2.63307    -0.07      0.14     0.16     1 
2010303945   42.78914     -2.59382    -0.07     -0.17     0.18     1 
2010303946   42.78900     -2.55457    -0.14     -0.13     0.19     1 
2010303947   42.78884     -2.51533     0.10     -0.07     0.12     1 
2010303949   42.78848     -2.43683    -0.03     -0.03     0.04     1 
2010303950   42.78828     -2.39759     0.12     -0.05     0.13     1 
2010303952   42.78784     -2.31910    -0.10      0.17     0.20     1 
2010303953   42.78760     -2.27985    -0.24      0.03     0.25     1 
2010303954   42.78735     -2.24061    -0.33      0.09     0.34     1 
2010303955   42.78708     -2.20136    -0.15     -0.02     0.15     1 
2010303956   42.78680     -2.16212    -0.26      0.03     0.26     1 
2010303957   42.78650     -2.12288    -0.11      0.06     0.13     1 
2010303958   42.78620     -2.08364    -0.13      0.04     0.13     1 
2010303959   42.78588     -2.04440     0.00      0.04     0.04     1 
2010303960   42.78554     -2.00515     0.09      0.15     0.17     1 
2010303961   42.78520     -1.96591     0.18      0.08     0.20     1 
2010303962   42.78483     -1.92667     0.17      0.16     0.24     1 
2010303963   42.78446     -1.88744    -0.10     -0.02     0.11     1 
2010303979   42.75789     -4.20240     0.32     -0.06     0.32     1 
2010303981   42.75868     -4.12396    -0.02      0.04     0.05     1 
2010303982   42.75906     -4.08473    -0.07     -0.03     0.08     1 
2010303983   42.75943     -4.04551     0.22     -0.13     0.26     1 
2010303984   42.75978     -4.00629     0.04     -0.07     0.08     1 
2010303985   42.76011     -3.96706     0.12     -0.04     0.12     1 
2010303986   42.76044     -3.92784     0.16      0.15     0.21     1 
2010303987   42.76075     -3.88861     0.06      0.04     0.07     1 
2010303988   42.76105     -3.84939    -0.17     -0.12     0.21     1 
2010303989   42.76133     -3.81016    -0.11     -0.09     0.15     1 
2010303990   42.76160     -3.77093    -0.19     -0.13     0.23     1 
2010303991   42.76186     -3.73170     0.13     -0.08     0.15     1 
2010303992   42.76210     -3.69248    -0.15      0.01     0.15     1 
2010303993   42.76234     -3.65325     0.01     -0.20     0.20     1 
2010303994   42.76255     -3.61402     0.07     -0.18     0.20     1 
2010303995   42.76276     -3.57479     0.06      0.07     0.10     1 
2010303996   42.76295     -3.53556    -0.07     -0.10     0.12     1 
2010303997   42.76312     -3.49633    -0.07     -0.04     0.08     1 
2010303998   42.76329     -3.45710    -0.10     -0.18     0.20     1 
2010303999   42.76344     -3.41787    -0.12     -0.06     0.13     1 
2010304000   42.76357     -3.37864    -0.16     -0.16     0.23     1 
2010304001   42.76370     -3.33940    -0.02     -0.08     0.08     1 
2010304002   42.76380     -3.30017     0.01      0.08     0.08     1 
2010304003   42.76390     -3.26094     0.13      0.01     0.13     1 
2010304004   42.76398     -3.22171    -0.15      0.23     0.27     1 
2010304005   42.76405     -3.18248     0.05      0.19     0.20     1 
2010304006   42.76411     -3.14324     0.17     -0.11     0.21     1 
2010304007   42.76415     -3.10401     0.01     -0.03     0.04     1 
2010304008   42.76418     -3.06478     0.04      0.26     0.26     1 
2010304012   42.76416     -2.90785    -0.07      0.13     0.14     1 
2010304018   42.76373     -2.67245     0.00      0.08     0.08     1 
2010304019   42.76361     -2.63322     0.13     -0.05     0.13     1 
2010304021   42.76333     -2.55476    -0.12      0.01     0.12     1 
2010304022   42.76317     -2.51553    -0.05     -0.07     0.09     1 
2010304023   42.76300     -2.47630    -0.14      0.01     0.14     1 
2010304024   42.76282     -2.43707     0.18     -0.03     0.18     1 
2010304025   42.76262     -2.39784    -0.05      0.28     0.28     1 
2010304028   42.76194     -2.28015    -0.11      0.04     0.12     1 
2010304029   42.76168     -2.24092    -0.16     -0.00     0.16     1 
2010304030   42.76142     -2.20169     0.09     -0.01     0.09     1 
2010304031   42.76114     -2.16247    -0.12      0.12     0.17     1 
2010304032   42.76084     -2.12324    -0.04      0.02     0.05     1 
2010304033   42.76054     -2.08401     0.04      0.08     0.09     1 
2010304034   42.76022     -2.04479     0.03      0.11     0.11     1 
2010304035   42.75988     -2.00556     0.08      0.11     0.14     1 
2010304036   42.75953     -1.96634     0.49     -0.05     0.49     1 
2010304038   42.75880     -1.88790    -0.04     -0.02     0.04     1 
2010304054   42.73223     -4.20190     0.40      0.25     0.47     1 
2010304055   42.73263     -4.16270     0.28     -0.20     0.34     1 
2010304056   42.73302     -4.12349     0.09     -0.10     0.13     1 
2010304057   42.73340     -4.08429    -0.09     -0.17     0.19     1 
2010304058   42.73376     -4.04508     0.19     -0.01     0.19     1 
2010304059   42.73412     -4.00587     0.09     -0.03     0.10     1 
2010304060   42.73445     -3.96666    -0.01     -0.04     0.04     1 
2010304061   42.73478     -3.92746     0.16      0.31     0.35     1 
2010304062   42.73509     -3.88825     0.04     -0.02     0.05     1 
2010304063   42.73539     -3.84904     0.18     -0.08     0.19     1 
2010304064   42.73567     -3.80983    -0.06     -0.05     0.08     1 
2010304065   42.73594     -3.77062    -0.07     -0.06     0.09     1 
2010304066   42.73620     -3.73140    -0.02      0.08     0.09     1 
2010304067   42.73644     -3.69219    -0.19      0.09     0.21     1 
2010304068   42.73667     -3.65298     0.16     -0.06     0.17     1 
2010304069   42.73689     -3.61376     0.22     -0.27     0.35     1 
2010304070   42.73709     -3.57455    -0.07     -0.06     0.09     1 
2010304071   42.73728     -3.53534    -0.20     -0.08     0.21     1 
2010304072   42.73746     -3.49612    -0.25     -0.03     0.25     1 
2010304073   42.73762     -3.45691    -0.09      0.07     0.11     1 
2010304074   42.73777     -3.41769    -0.33     -0.02     0.33     1 
2010304075   42.73791     -3.37848    -0.08     -0.07     0.11     1 
2010304076   42.73803     -3.33926     0.00     -0.24     0.24     1 
2010304077   42.73814     -3.30005    -0.10      0.08     0.12     1 
2010304079   42.73832     -3.22162    -0.02     -0.09     0.09     1 
2010304080   42.73839     -3.18240     0.01     -0.12     0.12     1 
2010304081   42.73844     -3.14318     0.04     -0.03     0.05     1 
2010304082   42.73849     -3.10397     0.05     -0.09     0.10     1 
2010304084   42.73853     -3.02553    -0.01      0.16     0.16     1 
2010304087   42.73850     -2.90788     0.52      0.09     0.53     2 
2010304094   42.73795     -2.63337     0.09      0.03     0.09     1 
2010304095   42.73781     -2.59416    -0.03     -0.07     0.08     1 
2010304096   42.73767     -2.55494     0.00     -0.03     0.03     1 
2010304097   42.73751     -2.51573    -0.05     -0.00     0.05     1 
2010304099   42.73715     -2.43730     0.04     -0.03     0.05     1 
2010304100   42.73695     -2.39808    -0.14     -0.38     0.40     1 
2010304101   42.73674     -2.35887     0.19      0.20     0.28     1 
2010304102   42.73651     -2.31966     0.02      0.06     0.06     1 
2010304103   42.73627     -2.28045    -0.05      0.03     0.06     1 
2010304104   42.73602     -2.24123     0.14     -0.06     0.15     1 
2010304105   42.73575     -2.20202    -0.02     -0.11     0.11     1 
2010304106   42.73547     -2.16281    -0.00     -0.09     0.09     1 
2010304107   42.73518     -2.12360    -0.14      0.12     0.18     1 
2010304108   42.73487     -2.08439     0.03      0.12     0.13     1 
2010304109   42.73455     -2.04518     0.06      0.02     0.06     1 
2010304110   42.73422     -2.00597    -0.18      0.25     0.31     1 
2010304128   42.70615     -4.24059     0.13      0.18     0.22     1 
2010304129   42.70657     -4.20141     0.10      0.27     0.29     1 
2010304130   42.70697     -4.16222     0.07      0.06     0.09     1 
2010304131   42.70736     -4.12303     0.29     -0.18     0.34     1 
2010304132   42.70774     -4.08384    -0.03     -0.11     0.11     1 
2010304133   42.70810     -4.04465    -0.09      0.04     0.10     1 
2010304134   42.70845     -4.00546     0.03     -0.05     0.05     1 
2010304135   42.70879     -3.96627     0.15      0.05     0.16     1 
